ic:種別,ic:名称,odp:standardAreaCode,ic:都道府県,ic:市区町村,schema:address,ic:緯度,ic:経度,sabaecc:geo3x3
避難場所,北の丸公園,131016,東京都,千代田区,東京都千代田区北の丸公園1ほか,35.691980,139.750564,E91396833661828
避難場所,皇居東御苑,131016,東京都,千代田区,東京都千代田区千代田1,35.686863,139.757162,E91396911185714
避難場所,皇居外苑,131016,東京都,千代田区,東京都千代田区皇居外苑1ほか,35.680258,139.757693,E91396911125283
避難場所,日比谷公園,131016,東京都,千代田区,東京都千代田区日比谷公園1,35.673576,139.755893,E91396677743679
避難場所,真田堀運動場,131016,東京都,千代田区,東京都千代田区紀尾井町5ほか,35.682780,139.731059,E91396833153736
避難場所,外濠公園,131016,東京都,千代田区,東京都千代田区五番町先,35.688640,139.730970,E91396833423461
避難場所,京橋区民館,131024,東京都,中央区,東京都中央区京橋2-6-7,35.676558,139.771358,E91396677893693
避難場所,京橋プラザ,131024,東京都,中央区,東京都中央区銀座1-25-3,35.673233,139.771678,E91396677941199
避難場所,泰明小学校,131024,東京都,中央区,東京都中央区銀座5-1-13,35.672333,139.761326,E91396677739419
避難場所,銀座中学校,131024,東京都,中央区,東京都中央区銀座8-19-15,35.665698,139.765034,E91396677546973
避難場所,中央小学校,131024,東京都,中央区,東京都中央区湊1-4-1,35.672201,139.778753,E91396677938198
避難場所,明石小学校,131024,東京都,中央区,東京都中央区明石町1-15,35.668438,139.776409,E91396677685695
避難場所,京橋築地小学校,131024,東京都,中央区,東京都中央区築地2-13-1,35.667959,139.771414,E91396677674142
避難場所,京華スクエア,131024,東京都,中央区,東京都中央区八丁堀3-17-9,35.674903,139.775664,E91396677955786
避難場所,明正小学校,131024,東京都,中央区,東京都中央区新川2-13-4,35.675970,139.781569,E91396678772111
避難場所,常盤小学校,131024,東京都,中央区,東京都中央区日本橋本石町4-4-26,35.688476,139.770558,E91396911533189
避難場所,十思スクエア,131024,東京都,中央区,東京都中央区日本橋小伝馬町5-1,35.690646,139.777104,E91396911629563
避難場所,日本橋小学校,131024,東京都,中央区,東京都中央区日本橋人形町1-1-17,35.684677,139.781410,E91396912147683
避難場所,有馬小学校,131024,東京都,中央区,東京都中央区日本橋蛎殻町2-10-23,35.683272,139.787993,E91396912165247
避難場所,久松小学校,131024,東京都,中央区,東京都中央区日本橋久松町7-2,35.689029,139.784316,E91396912421948
避難場所,日本橋中学校,131024,東京都,中央区,東京都中央区東日本橋1-10-1,35.692498,139.787096,E91396912464284
避難場所,阪本小学校,131024,東京都,中央区,東京都中央区日本橋兜町15-18,35.679697,139.776766,E91396911323733
避難場所,佃島小学校,131024,東京都,中央区,東京都中央区佃2-3-1,35.668626,139.784580,E91396678484963
避難場所,佃中学校,131024,東京都,中央区,東京都中央区佃2-3-2,35.668054,139.785119,E91396678485259
避難場所,月島第一小学校,131024,東京都,中央区,東京都中央区月島4-15-1,35.660632,139.780067,E91396677399883
避難場所,月島第二小学校,131024,東京都,中央区,東京都中央区勝どき1-12-2,35.660249,139.775825,E91396677388548
避難場所,月島第三小学校,131024,東京都,中央区,東京都中央区晴海1-4-1,35.658852,139.785539,E91396678185365
避難場所,晴海中学校,131024,東京都,中央区,東京都中央区晴海1-5-3,35.659827,139.784584,E91396678187363
避難場所,豊海小学校,131024,東京都,中央区,東京都中央区豊海3-1,35.653533,139.771473,E91396677314773
避難場所,中央区役所,131024,東京都,中央区,東京都中央区築地1-1-1,35.670585,139.772006,E91396677911835
避難場所,日本橋区民センター,131024,東京都,中央区,東京都中央区日本橋蛎殻町1-31-1,35.682472,139.784308,E91396912151615
避難場所,月島区民センター,131024,東京都,中央区,東京都中央区月島4-1-1,35.662063,139.782150,E91396678415298
避難場所,ほっとプラザはるみ,131024,東京都,中央区,東京都中央区晴海5-2-3,35.652050,139.774787,E91396677321541
避難場所,生涯学習センター,131032,東京都,港区,東京都港区新橋3-16-3,35.665560,139.757102,E91396677454938
避難場所,障害保健福祉センター,131032,東京都,港区,東京都港区芝1-8-23,35.651643,139.755555,E91396677113216
避難場所,芝小学校,131032,東京都,港区,東京都港区芝2-21-3,35.651302,139.750180,E91396596997724
避難場所,三田図書館,131032,東京都,港区,東京都港区芝5-28-4,35.647140,139.745222,E91396596945498
避難場所,御成門中学校,131032,東京都,港区,東京都港区西新橋3-25-30,35.661632,139.750369,E91396599631793
避難場所,神明子ども中高生プラザ・神明いきいきプラザ,131032,東京都,港区,東京都港区浜松町1-6-7,35.658765,139.757662,E91396677185225
避難場所,エコプラザ,131032,東京都,港区,東京都港区浜松町1-13-1,35.658849,139.756888,E91396677184346
避難場所,御成門小学校,131032,東京都,港区,東京都港区芝公園3-2-4,35.660984,139.749519,E91396599623282
避難場所,みなと図書館,131032,東京都,港区,東京都港区芝公園3-2-25,35.659896,139.750124,E91396599397149
避難場所,三田中学校,131032,東京都,港区,東京都港区三田4-13-15,35.645227,139.740847,E91396596829938
避難場所,スポーツセンター,131032,東京都,港区,東京都港区芝浦1-16-1,35.646636,139.751789,E91396596965342
避難場所,芝浦小学校,131032,東京都,港区,東京都港区芝浦4-8-18,35.638159,139.746311,E91396596646763
避難場所,芝浦アイランド児童高齢者交流プラザ,131032,東京都,港区,東京都港区芝浦4-20-1,35.640373,139.752419,E91396596693877
避難場所,みなとリサイクル清掃事務所,131032,東京都,港区,東京都港区港南3-9-59,35.634389,139.751393,E91396596635217
避難場所,港南中学校,131032,東京都,港区,東京都港区港南4-3-3,35.631196,139.749112,E91396596383776
避難場所,港南こども中高生プラザ(プラリバ）,131032,東京都,港区,東京都港区港南4-3-7,35.631148,139.749908,E91396596383983
避難場所,港南図書館,131032,東京都,港区,東京都港区港南3-3-17,35.632963,139.749559,E91396596389823
避難場所,港南の郷,131032,東京都,港区,東京都港区港南3-3-23,35.633288,139.749211,E91396596623123
避難場所,港南小学校,131032,東京都,港区,東京都港区港南4-3-28,35.629230,139.749645,E91396596359232
避難場所,お台場学園小・中学校,131032,東京都,港区,東京都港区台場1-1-5,35.633646,139.777123,E91396674623533
避難場所,台場児童館,131032,東京都,港区,東京都港区台場1-5-1,35.630066,139.777042,E91396674359864
避難場所,福祉プラザさくら川,131032,東京都,港区,東京都港区新橋6-19-2,35.661188,139.753786,E91396677411641
避難場所,虎ノ門いきいきプラザ,131032,東京都,港区,東京都港区虎ノ門1-21-10,35.667906,139.748713,E91396599685314
避難場所,三田いきいきプラザ,131032,東京都,港区,東京都港区芝4-1-17,35.648753,139.749744,E91396596983348
避難場所,港勤労福祉会館,131032,東京都,港区,東京都港区芝5-18-2,35.647874,139.748513,E91396596958522
避難場所,赤羽小学校,131032,東京都,港区,東京都港区三田1-4-52,35.653232,139.742522,E91396599235595
避難場所,麻布小学校,131032,東京都,港区,東京都港区麻布台1-5-15,35.661831,139.738714,E91396599524329
避難場所,麻布区民センター,131032,東京都,港区,東京都港区六本木5-16-45,35.660737,139.735053,E91396599511131
避難場所,六本木中学校,131032,東京都,港区,東京都港区六本木6-8-16,35.660829,139.732256,E91396599431228
避難場所,旧飯倉小学校,131032,東京都,港区,東京都港区東麻布2-1-1,35.658164,139.742563,E91396599292566
避難場所,飯倉いきいきプラザ,131032,東京都,港区,東京都港区東麻布2-16-11,35.656904,139.740889,E91396599259393
避難場所,南麻布いきいきプラザ,131032,東京都,港区,東京都港区南麻布1-5-26,35.651435,139.735101,E91396596877769
避難場所,東町小学校,131032,東京都,港区,東京都港区南麻布1-8-11,35.650872,139.735835,E91396596878177
避難場所,ありすいきいきプラザ・麻布子ども中高生プラザ,131032,東京都,港区,東京都港区南麻布4-6-7,35.651038,139.727410,E91396596778642
避難場所,本村小学校,131032,東京都,港区,東京都港区南麻布3-9-33,35.649818,139.729960,E91396596785194
避難場所,笄小学校,131032,東京都,港区,東京都港区西麻布3-11-16,35.656504,139.724918,E91396598366765
避難場所,高陵中学校,131032,東京都,港区,東京都港区西麻布4-14-8,35.656898,139.720394,E91396598357382
避難場所,南山小学校,131032,東京都,港区,東京都港区元麻布3-8-15,35.657257,139.731123,E91396599159572
避難場所,赤坂区民センター,131032,東京都,港区,東京都港区赤坂4-18-13,35.674749,139.731634,E91396599756953
避難場所,サン・サン赤坂,131032,東京都,港区,東京都港区赤坂6-6-14,35.669760,139.737544,E91396599579972
避難場所,青山中学校,131032,東京都,港区,東京都港区北青山1-1-9,35.674193,139.722154,E91396598956291
避難場所,青山いきいきプラザ,131032,東京都,港区,東京都港区南青山2-16-5,35.669213,139.721211,E91396598688533
避難場所,青山小学校,131032,東京都,港区,東京都港区南青山2-21-2,35.669872,139.719059,E91396598913222
避難場所,青南いきいきプラザ,131032,東京都,港区,東京都港区南青山4-10-1,35.666466,139.717313,E91396598647687
避難場所,青南小学校,131032,東京都,港区,東京都港区南青山4-21-15,35.663505,139.716144,E91396598539836
避難場所,豊岡いきいきプラザ,131032,東京都,港区,東京都港区三田5-7-7,35.646502,139.739662,E91396596855321
避難場所,高輪区民センター,131032,東京都,港区,東京都港区高輪1-16-25,35.641950,139.734104,E91396596499469
避難場所,高輪子ども中高生プラザ,131032,東京都,港区,東京都港区高輪1-4-35,35.642419,139.734826,E91396596577777
避難場所,高輪台小学校,131032,東京都,港区,東京都港区高輪2-8-24,35.636238,139.734348,E91396596439891
避難場所,高輪いきいきプラザ,131032,東京都,港区,東京都港区高輪3-18-15,35.633251,139.735583,E91396596277979
避難場所,白金いきいきプラザ,131032,東京都,港区,東京都港区白金3-10-12,35.644894,139.731074,E91396596729517
避難場所,旧三光小学校,131032,東京都,港区,東京都港区白金3-18-2,35.644269,139.729135,E91396596724843
避難場所,旧神応小学校,131032,東京都,港区,東京都港区白金6-9-5,35.643634,139.724507,E91396595935356
避難場所,白金小学校,131032,東京都,港区,東京都港区白金台1-4-26,35.636812,139.728560,E91396596443653
避難場所,白金台いきいきプラザ,131032,東京都,港区,東京都港区白金台4-8-5,35.637614,139.725057,E91396595666273
避難場所,芝浦港南区民センター,131032,東京都,港区,東京都港区芝浦4-13-1,35.640524,139.748660,E91396596685263
避難場所,港南いきいきプラザ,131032,東京都,港区,東京都港区港南4-2-1,35.629715,139.747075,E91396596357446
避難場所,台場区民センター,131032,東京都,港区,東京都港区台場1-5-1,35.629796,139.777012,E91396674359583
避難場所,西麻布いきいきプラザ,131032,東京都,港区,東京都港区西麻布2-13-3,35.660855,139.722721,E91396598631151
避難場所,赤坂小学校,131032,東京都,港区,東京都港区赤坂8-13-29,35.669308,139.731031,E91396599489462
避難場所,赤坂中学校,131032,東京都,港区,東京都港区赤坂9-2-3,35.668009,139.731015,E91396599486165
避難場所,赤坂いきいきプラザ,131032,東京都,港区,東京都港区赤坂6-4-8,35.670358,139.734939,E91396599811454
避難場所,御田小学校,131032,東京都,港区,東京都港区三田4-11-38,35.643172,139.738034,E91396596821726
避難場所,白金の丘学園白金の丘小・中学校,131032,東京都,港区,東京都港区白金4-1-12,35.643626,139.726840,E91396596715155
避難場所,高松中学校,131032,東京都,港区,東京都港区高輪1-16-25,35.640817,139.733771,E91396596495639
避難場所,谷中小学校,131067,東京都,台東区,東京都台東区谷中2-9-16,35.723870,139.765205,E91396914579362
避難場所,忍岡小学校,131067,東京都,台東区,東京都台東区池之端2-1-22,35.714015,139.766920,E91396914285562
避難場所,台東育英小学校,131067,東京都,台東区,東京都台東区浅草橋2-26-8,35.699805,139.785570,E91396912728663
避難場所,松葉小学校,131067,東京都,台東区,東京都台東区松が谷1-13-16,35.712231,139.786471,E91396915159923
避難場所,東浅草小学校,131067,東京都,台東区,東京都台東区東浅草2-27-19,35.724439,139.798209,E91396915599815
避難場所,柏葉中学校,131067,東京都,台東区,東京都台東区下谷3-1-29,35.723719,139.786217,E91396915486898
避難場所,上野小学校,131067,東京都,台東区,東京都台東区東上野6-16-8,35.713586,139.783622,E91396915184112
避難場所,田原小学校,131067,東京都,台東区,東京都台東区雷門1-5-14,35.709988,139.792782,E91396915251445
避難場所,浅草小学校,131067,東京都,台東区,東京都台東区花川戸1-14-15,35.713529,139.799192,E91396915371878
避難場所,千束小学校,131067,東京都,台東区,東京都台東区浅草4-24-11,35.719207,139.793993,E91396915552491
避難場所,石浜小学校,131067,東京都,台東区,東京都台東区清川1-14-21,35.724929,139.803420,E91396915922259
避難場所,東泉小学校,131067,東京都,台東区,東京都台東区三ノ輪1-23-9,35.728498,139.792191,E91396915843822
避難場所,浅草中学校,131067,東京都,台東区,東京都台東区蔵前1-3-4,35.699968,139.789963,E91396912817495
避難場所,御徒町台東中学校,131067,東京都,台東区,東京都台東区台東4-13-16,35.706990,139.777440,E91396914323669
避難場所,上野中学校,131067,東京都,台東区,東京都台東区上野桜木1-14-55,35.721164,139.774722,E91396914657465
避難場所,中小企業振興センター,131067,東京都,台東区,東京都台東区小島2-9-18,35.706055,139.784296,E91396912787675
避難場所,駒形中学校,131067,東京都,台東区,東京都台東区北上野2-15-1,35.717453,139.784238,E91396915424866
避難場所,日野学園,131091,東京都,品川区,東京都品川区東五反田2-11-1,35.624555,139.728325,E91396596113536
避難場所,品川学園,131091,東京都,品川区,東京都品川区北品川3-9-30,35.617710,139.738086,E91396593827731
避難場所,城南小学校,131091,東京都,品川区,東京都品川区南品川2-8-21,35.613329,139.742746,E91396593595622
避難場所,城南第二小学校,131091,東京都,品川区,東京都品川区東品川3-4-5,35.615430,139.746151,E91396593913428
避難場所,鮫浜小学校,131091,東京都,品川区,東京都品川区東大井2-10-14,35.601716,139.740669,E91396593256984
避難場所,浜川小学校,131091,東京都,品川区,東京都品川区南大井4-3-27,35.598280,139.736203,E91396593215548
避難場所,鈴ヶ森小学校,131091,東京都,品川区,東京都品川区南大井4-16-2,35.594478,139.735242,E91396569871843
避難場所,台場小学校,131091,東京都,品川区,東京都品川区東品川1-8-30,35.620874,139.743779,E91396593869952
避難場所,東海中学校,131091,東京都,品川区,東京都品川区東品川3-30-15,35.612621,139.748971,E91396593682698
避難場所,浜川中学校,131091,東京都,品川区,東京都品川区東大井3-18-34,35.600200,139.737944,E91396593251419
避難場所,鈴ヶ森中学校,131091,東京都,品川区,東京都品川区南大井2-3-14,35.592644,139.737731,E91396569849323
避難場所,品川図書館,131091,東京都,品川区,東京都品川区北品川2-32-3,35.616935,139.742572,E91396593835893
避難場所,南大井文化センター,131091,東京都,品川区,東京都品川区南大井1-12-6,35.596293,139.737546,E91396569879672
避難場所,東品川児童センター,131091,東京都,品川区,東京都品川区東品川1-34-9,35.619128,139.746040,E91396593946115
避難場所,北品川児童センター,131091,東京都,品川区,東京都品川区北品川2-7-21,35.618822,139.743962,E91396593941717
避難場所,品川健康センター,131091,東京都,品川区,東京都品川区北品川3-11-22,35.616587,139.740732,E91396593826682
避難場所,東品川職員待機寮,131091,東京都,品川区,東京都品川区東品川3-1-5,35.617173,139.747379,E91396593927242
避難場所,北品川職員待機寮,131091,東京都,品川区,東京都品川区北品川3-11-17,35.616129,139.740060,E91396593826152
避難場所,東大井職員待機寮,131091,東京都,品川区,東京都品川区東大井2-16-12,35.600547,139.741536,E91396593261863
避難場所,南大井一丁目区営住宅,131091,東京都,品川区,東京都品川区南大井1-13-7,35.595309,139.737111,E91396569876495
避難場所,南大井五丁目区営住宅,131091,東京都,品川区,東京都品川区南大井5-7-10,35.598028,139.734161,E91396593136278
避難場所,南大井六丁目区営住宅,131091,東京都,品川区,東京都品川区南大井6-1-20,35.593164,139.731479,E91396569759645
避難場所,東大井三丁目区営住宅,131091,東京都,品川区,東京都品川区東大井3-6-18.19,35.602861,139.739397,E91396593282226
避難場所,第三日野小学校,131091,東京都,品川区,東京都品川区上大崎1-19-19,35.632801,139.723819,E91396595398459
避難場所,御殿山小学校,131091,東京都,品川区,東京都品川区北品川5-2-6,35.623258,139.732299,E91396593797253
避難場所,芳水小学校,131091,東京都,品川区,東京都品川区大崎3-12-22,35.619203,139.724769,E91396592966151
避難場所,第四日野小学校,131091,東京都,品川区,東京都品川区西五反田4-29-9,35.625630,139.712364,E91396595225661
避難場所,第一日野小学校,131091,東京都,品川区,東京都品川区西五反田6-5-32,35.622169,139.716098,E91396592896235
避難場所,新南大井ビル,131091,東京都,品川区,東京都品川区南大井1-13-4,35.594970,139.736901,E91396569876175
避難場所,第一ホテル東京シーフォート,131091,東京都,品川区,東京都品川区東品川2-3-14,35.624369,139.751303,E91396596332191
避難場所,沖ウィンテック㈱,131091,東京都,品川区,東京都品川区北品川1-19-3,35.623521,139.742508,E91396593898534
避難場所,リバーサイドマンションＡ棟・Ｂ棟,131091,東京都,品川区,東京都品川区東大井2-17-14,35.599644,139.741182,E91396593237792
避難場所,第三東個マンション,131091,東京都,品川区,東京都品川区南大井1-17-6,35.593997,139.738824,E91396569881399
避難場所,東大井スカイハイツ,131091,東京都,品川区,東京都品川区東大井2-13-10,35.600893,139.739686,E91396593255351
避難場所,ステーションプラザ立会川,131091,東京都,品川区,東京都品川区東大井2-23-4,35.598559,139.738554,E91396593224944
避難場所,サンライフ東品川,131091,東京都,品川区,東京都品川区東品川1-28-11,35.620005,139.744965,E91396593945774
避難場所,ニックハイム北品川,131091,東京都,品川区,東京都品川区北品川1-22-17,35.622083,139.740560,E91396593883977
避難場所,㈱コナミスポーツ＆ライフ,131091,東京都,品川区,東京都品川区東品川4-10-1,35.607945,139.745870,E91396593618334
避難場所,來福寺,131091,東京都,品川区,東京都品川区東大井3-13-1,35.601805,139.737672,E91396593249322
避難場所,アイルサイドテラス,131091,東京都,品川区,東京都品川区東品川1-32-3,35.620055,139.746163,E91396593946789
避難場所,六行会総合ビル,131091,東京都,品川区,東京都品川区北品川2-32-3,35.617049,139.742795,E91396593838323
避難場所,前田道路㈱品川営業所,131091,東京都,品川区,東京都品川区勝島1-3-20,35.598331,139.744164,E91396593314486
避難場所,立会小学校,131091,東京都,品川区,東京都品川区東大井4-15-9,35.604478,139.739689,E91396593285688
避難場所,都立国際高等学校,131105,東京都,目黒区,東京都目黒区駒場2-19-59,35.659294,139.678892,E91396597195696
避難場所,駒場小学校,131105,東京都,目黒区,東京都目黒区駒場3-11-13,35.659817,139.682075,E91396597279127
避難場所,第一中学校,131105,東京都,目黒区,東京都目黒区大橋2-11-1,35.654632,139.686429,E91396597261212
避難場所,都立駒場高等学校,131105,東京都,目黒区,東京都目黒区大橋2-18-1,35.654988,139.685451,E91396597253513
避難場所,菅刈小学校,131105,東京都,目黒区,東京都目黒区青葉台3-3-26,35.651507,139.692404,E91396594987795
避難場所,菅刈公園,131105,東京都,目黒区,東京都目黒区青葉台2-11-25,35.650312,139.693105,E91396594984939
避難場所,東山中学校,131105,東京都,目黒区,東京都目黒区東山1-24-31,35.646476,139.690227,E91396594942787
避難場所,東山小学校,131105,東京都,目黒区,東京都目黒区東山2-24-25,35.646920,139.685758,E91396594856618
避難場所,烏森小学校,131105,東京都,目黒区,東京都目黒区上目黒3-37-27,35.644365,139.692883,E91396594924973
避難場所,めぐろ学校サポートセンター,131105,東京都,目黒区,東京都目黒区中目黒3-6-10,35.639305,139.702768,E91396595458881
避難場所,中目黒小学校,131105,東京都,目黒区,東京都目黒区中目黒3-13-32,35.640072,139.698828,E91396595471832
避難場所,田道小学校,131105,東京都,目黒区,東京都目黒区目黒1-15-28,35.637594,139.709168,E91396595545373
避難場所,下目黒小学校,131105,東京都,目黒区,東京都目黒区目黒2-7-9,35.634260,139.709213,E91396595512985
避難場所,大鳥中学校,131105,東京都,目黒区,東京都目黒区下目黒3-23-18,35.630796,139.707607,E91396595271467
避難場所,不動小学校,131105,東京都,目黒区,東京都目黒区下目黒6-11-35,35.627081,139.699099,E91396595117983
避難場所,上目黒小学校,131105,東京都,目黒区,東京都目黒区五本木1-12-13,35.638735,139.690425,E91396594648433
避難場所,都立目黒高等学校,131105,東京都,目黒区,東京都目黒区祐天寺2-7-15,35.637093,139.694530,E91396594653818
避難場所,油面小学校,131105,東京都,目黒区,東京都目黒区中町1-5-4,35.632429,139.698664,E91396595177246
避難場所,目黒中央中学校,131105,東京都,目黒区,東京都目黒区中町2-37-38,35.634695,139.693894,E91396594625616
避難場所,五本木小学校,131105,東京都,目黒区,東京都目黒区五本木2-24-3,35.634187,139.687943,E91396594532967
避難場所,鷹番小学校,131105,東京都,目黒区,東京都目黒区中央町1-20-26,35.627744,139.689976,E91396594341667
避難場所,碑文谷公園及び碑文谷体育館,131105,東京都,目黒区,東京都目黒区碑文谷6-9-11、6-12-43,35.626550,139.682084,E91396594219421
避難場所,月光原小学校,131105,東京都,目黒区,東京都目黒区目黒本町4-15-3,35.623015,139.694919,E91396591986973
避難場所,向原小学校,131105,東京都,目黒区,東京都目黒区目黒本町6-7-15,35.618716,139.695783,E91396591961598
避難場所,第七中学校,131105,東京都,目黒区,東京都目黒区碑文谷1-1-33,35.622923,139.691764,E91396591976863
避難場所,碑小学校,131105,東京都,目黒区,東京都目黒区碑文谷1-18-2,35.619615,139.690589,E91396591945558
避難場所,原町小学校,131105,東京都,目黒区,東京都目黒区原町2-18-12,35.615525,139.690664,E91396591912567
避難場所,第九中学校,131105,東京都,目黒区,東京都目黒区洗足1-29-26,35.613560,139.694883,E91396591686672
避難場所,第八中学校,131105,東京都,目黒区,東京都目黒区碑文谷4-19-25,35.619685,139.682495,E91396591846586
避難場所,大岡山小学校,131105,東京都,目黒区,東京都目黒区平町2-3-1,35.615482,139.683004,E91396591821441
避難場所,中根小学校,131105,東京都,目黒区,東京都目黒区緑が丘1-1-1,35.612637,139.678543,E91396591492833
避難場所,第十一中学校,131105,東京都,目黒区,東京都目黒区緑が丘1-8-1,35.609469,139.679024,E91396591463481
避難場所,緑ヶ丘小学校,131105,東京都,目黒区,東京都目黒区緑が丘2-13-1,35.610299,139.673449,E91396591446535
避難場所,宮前小学校,131105,東京都,目黒区,東京都目黒区八雲3-13-21,35.615365,139.666880,E91396583923422
避難場所,めぐろ区民キャンパス,131105,東京都,目黒区,東京都目黒区八雲1-1-1,35.621050,139.673578,E91396591749976
避難場所,都立桜修館中等教育学校,131105,東京都,目黒区,東京都目黒区八雲1-1-2,35.621189,139.670960,E91396591771128
避難場所,八雲小学校,131105,東京都,目黒区,東京都目黒区八雲2-5-1,35.618062,139.671255,E91396591741221
避難場所,第十中学校,131105,東京都,目黒区,東京都目黒区八雲5-2-1,35.624320,139.668677,E91396586331365
避難場所,東根小学校,131105,東京都,目黒区,東京都目黒区東が丘1-20-1,35.627158,139.668027,E91396586337798
避難場所,自由ヶ丘学園高等学校,131105,東京都,目黒区,東京都目黒区自由が丘2-21-1,35.612244,139.666511,E91396583682384
避難場所,明正小学校,131121,東京都,世田谷区,東京都世田谷区成城3-3-1,35.635356,139.599266,E91396584518232
避難場所,砧小学校,131121,東京都,世田谷区,東京都世田谷区喜多見6-9-1,35.631746,139.605430,E91396584295644
避難場所,砧中学校,131121,東京都,世田谷区,東京都世田谷区成城1-10-1,35.633632,139.601264,E91396584521531
避難場所,用賀小学校,131121,東京都,世田谷区,東京都世田谷区上用賀6-14-1,35.636215,139.626425,E91396585518847
避難場所,用賀中学校,131121,東京都,世田谷区,東京都世田谷区上用賀5-15-1,35.630433,139.626828,E91396585272349
避難場所,京西小学校,131121,東京都,世田谷区,東京都世田谷区用賀4-27-4,35.628946,139.631370,E91396585264726
避難場所,瀬田小学校,131121,東京都,世田谷区,東京都世田谷区瀬田2-15-1,35.618509,139.631900,E91396582861642
避難場所,瀬田中学校,131121,東京都,世田谷区,東京都世田谷区瀬田2-17-1,35.618370,139.633414,E91396582863197
避難場所,桜町小学校,131121,東京都,世田谷区,東京都世田谷区用賀1-5-1,35.624531,139.642302,E91396585332636
避難場所,中町小学校,131121,東京都,世田谷区,東京都世田谷区中町4-23-1,35.617326,139.642777,E91396582939276
避難場所,玉川小学校,131121,東京都,世田谷区,東京都世田谷区中町2-29-1,35.610855,139.643411,E91396583444772
避難場所,東玉川小学校,131121,東京都,世田谷区,東京都世田谷区奥沢1-1-1,35.598559,139.680580,E91396591214866
避難場所,玉川中学校,131121,東京都,世田谷区,東京都世田谷区中町4-21-1,35.616765,139.643499,E91396583714725
避難場所,等々力小学校,131121,東京都,世田谷区,東京都世田谷区等々力7-26-1,35.616492,139.653665,E91396583815452
避難場所,尾山台小学校,131121,東京都,世田谷区,東京都世田谷区尾山台3-11-1,35.604599,139.654257,E91396583275918
避難場所,尾山台中学校,131121,東京都,世田谷区,東京都世田谷区尾山台3-27-23,35.605897,139.655953,E91396583521215
避難場所,八幡小学校,131121,東京都,世田谷区,東京都世田谷区玉川田園調布2-17-15,35.602783,139.666897,E91396583359788
避難場所,八幡中学校,131121,東京都,世田谷区,東京都世田谷区等々力6-4-1,35.610921,139.661209,E91396583566897
避難場所,九品仏小学校,131121,東京都,世田谷区,東京都世田谷区奥沢8-12-1,35.603266,139.660056,E91396583292543
避難場所,奥沢小学校,131121,東京都,世田谷区,東京都世田谷区奥沢3-1-1,35.599635,139.674951,E91396591128749
避難場所,区立総合運動場体育館,131121,東京都,世田谷区,東京都世田谷区大蔵4-6-1,35.630429,139.612363,E91396584383258
避難場所,聖ドミニコ学園,131121,東京都,世田谷区,東京都世田谷区岡本1-10-1,35.624570,139.620498,E91396585122528
避難場所,鎌田区民集会所,131121,東京都,世田谷区,東京都世田谷区鎌田2-1-24,35.617018,139.613316,E91396581934887
避難場所,砧南中学校,131121,東京都,世田谷区,東京都世田谷区鎌田3-13-20,35.621450,139.613673,E91396581991621
避難場所,駒澤大学玉川校舎,131121,東京都,世田谷区,東京都世田谷区宇奈根1-1-1,35.617909,139.608547,E91396581918949
避難場所,ゆうぽうと世田谷レクセンター,131121,東京都,世田谷区,東京都世田谷区鎌田2-17-1,35.619667,139.610480,E91396581954596
避難場所,鎌田区民センター,131121,東京都,世田谷区,東京都世田谷区鎌田3-35-1,35.622328,139.613416,E91396581994259
避難場所,氷川神社,131121,東京都,世田谷区,東京都世田谷区大蔵6-6-7,35.625075,139.611519,E91396584322971
避難場所,砧総合支所,131121,東京都,世田谷区,東京都世田谷区成城6-2-1,35.641253,139.600655,E91396584576966
避難場所,喜多見地区会館,131121,東京都,世田谷区,東京都世田谷区喜多見8-23-23,35.637084,139.589768,E91396584442735
避難場所,岡本地区会館,131121,東京都,世田谷区,東京都世田谷区岡本1-25-4,35.625051,139.619510,E91396585121883
避難場所,大蔵地区会館,131121,東京都,世田谷区,東京都世田谷区砧3-5-6,35.634869,139.610847,E91396584625471
避難場所,野毛区民集会所,131121,東京都,世田谷区,東京都世田谷区野毛2-4-4,35.600843,139.642878,E91396582366226
避難場所,宮坂区民センター,131121,東京都,世田谷区,東京都世田谷区宮坂1-24-6,35.647947,139.644760,E91396586748518
避難場所,世田谷地区会館,131121,東京都,世田谷区,東京都世田谷区世田谷2-25-10,35.640780,139.640470,E91396585694425
避難場所,三宿地区会館,131121,東京都,世田谷区,東京都世田谷区三宿2-7-10,35.653230,139.676930,E91396597134475
避難場所,池之上青少年会館,131121,東京都,世田谷区,東京都世田谷区代沢2-37-18,35.659349,139.673361,E91396597176589
避難場所,成城さくら児童館,131121,東京都,世田谷区,東京都世田谷区成城3-18-23,35.634124,139.597605,E91396584433966
避難場所,瀬田地区会館,131121,東京都,世田谷区,東京都世田谷区瀬田4-18-11,35.621410,139.627342,E91396582873197
避難場所,尾山台地区会館,131121,東京都,世田谷区,東京都世田谷区等々力2-17-14,35.605684,139.652563,E91396583277745
避難場所,上野毛地区会館,131121,東京都,世田谷区,東京都世田谷区中町2-33-11,35.611467,139.640931,E91396582667568
避難場所,杉並第一小学校,131156,東京都,杉並区,東京都杉並区阿佐谷北1-5-27,35.706407,139.636849,E91396822979895
避難場所,杉並第二小学校,131156,東京都,杉並区,東京都杉並区成田西3-4-1,35.693072,139.631841,E91396822564944
