ic:種別,ic:名称,odp:standardAreaCode,ic:都道府県,ic:市区町村,schema:address,ic:緯度,ic:経度,sabaecc:geo3x3
避難所,豊洲北小学校,131083,東京都,江東区,東京都江東区豊洲3-6-1,35.658603,139.797893,E91396678293773
避難所,東雲小学校,131083,東京都,江東区,東京都江東区東雲2-4-11,35.642555,139.799212,E91396675911242
避難所,有明小学校,131083,東京都,江東区,東京都江東区有明2-10-1,35.640126,139.796147,E91396675591815
避難所,枝川小学校,131083,東京都,江東区,東京都江東区枝川3-5-3,35.659457,139.809987,E91396679175939
避難所,辰巳小学校（辰巳幼稚園）,131083,東京都,江東区,東京都江東区辰巳1-11-1,35.646615,139.809968,E91396676745363
避難所,第二辰巳小学校,131083,東京都,江東区,東京都江東区辰巳1-1-22,35.648307,139.808432,E91396676747851
避難所,第一亀戸小学校（第一亀戸幼稚園）,131083,東京都,江東区,東京都江東区亀戸2-5-7,35.698680,139.822369,E91396913826422
避難所,第二亀戸小学校（第二亀戸幼稚園）,131083,東京都,江東区,東京都江東区亀戸6-36-1,35.695469,139.830178,E91396913684359
避難所,香取小学校,131083,東京都,江東区,東京都江東区亀戸4-26-22,35.703514,139.826389,E91396913971151
避難所,浅間竪川小学校,131083,東京都,江東区,東京都江東区亀戸9-22-4,35.698738,139.841698,E91396921734429
避難所,水神小学校,131083,東京都,江東区,東京都江東区亀戸5-22-22,35.700132,139.828514,E91396913919761
避難所,第一大島小学校,131083,東京都,江東区,東京都江東区大島2-41-4,35.689728,139.825394,E91396913536458
避難所,第二大島小学校,131083,東京都,江東区,東京都江東区大島3-16-2,35.689577,139.830134,E91396913624625
避難所,第三大島小学校,131083,東京都,江東区,東京都江東区大島9-5-3,35.692584,139.845253,E91396921544612
避難所,第四大島小学校,131083,東京都,江東区,東京都江東区大島6-7-8,35.691219,139.834353,E91396913662333
避難所,第五大島小学校,131083,東京都,江東区,東京都江東区大島8-40-13,35.688356,139.844464,E91396921433368
避難所,大島南央小学校,131083,東京都,江東区,東京都江東区大島4-18-5,35.687269,139.831565,E91396913389161
避難所,砂町小学校,131083,東京都,江東区,東京都江東区北砂4-13-23,35.677664,139.829283,E91396679976933
避難所,第二砂町小学校,131083,東京都,江東区,東京都江東区東砂7-17-30,35.674848,139.838859,E91396687754873
避難所,第三砂町小学校,131083,東京都,江東区,東京都江東区南砂6-3-13,35.672682,139.833250,E91396679937937
避難所,第四砂町小学校,131083,東京都,江東区,東京都江東区南砂2-13-18,35.674633,139.821556,E91396679855812
避難所,第五砂町小学校,131083,東京都,江東区,東京都江東区東砂8-11-5,35.667496,139.839104,E91396687481599
避難所,第六砂町小学校,131083,東京都,江東区,東京都江東区北砂6-26-6,35.682110,139.838524,E91396921151116
避難所,第七砂町小学校,131083,東京都,江東区,東京都江東区東砂3-21-5,35.678900,139.842301,E91396687797981
避難所,小名木川小学校（小名木川幼稚園）,131083,東京都,江東区,東京都江東区北砂5-22-10,35.682377,139.831155,E91396913352388
避難所,東砂小学校,131083,東京都,江東区,東京都江東区東砂2-12-14,35.683340,139.844334,E91396921166381
避難所,北砂小学校,131083,東京都,江東区,東京都江東区北砂1-3-36,35.683134,139.823536,E91396913264136
避難所,南砂小学校,131083,東京都,江東区,東京都江東区南砂2-3-21,35.671898,139.825036,E91396679835987
避難所,亀高小学校,131083,東京都,江東区,東京都江東区北砂5-20-16,35.684933,139.834110,E91396913368945
避難所,深川第一中学校,131083,東京都,江東区,東京都江東区森下4-9-22,35.685285,139.805968,E91396912392145
避難所,深川第二中学校,131083,東京都,江東区,東京都江東区冬木22-10,35.676389,139.800381,E91396678972529
避難所,深川第三中学校,131083,東京都,江東区,東京都江東区越中島3-7-1,35.666720,139.795866,E91396678567773
避難所,深川第四中学校,131083,東京都,江東区,東京都江東区千石1-12-12,35.678961,139.812416,E91396679788875
避難所,深川第五中学校,131083,東京都,江東区,東京都江東区豊洲4-11-18,35.652341,139.799671,E91396678311928
避難所,深川第六中学校,131083,東京都,江東区,東京都江東区平野3-6-13,35.678886,139.805564,E91396678997869
避難所,深川第七中学校,131083,東京都,江東区,東京都江東区毛利1-14-1,35.691270,139.813622,E91396913453234
避難所,深川第八中学校,131083,東京都,江東区,東京都江東区塩浜2-21-14,35.664758,139.812104,E91396679452779
避難所,有明中学校,131083,東京都,江東区,東京都江東区有明2-10-1,35.640126,139.796147,E91396675591815
避難所,辰巳中学校,131083,東京都,江東区,東京都江東区辰巳1-10-57,35.646960,139.811786,E91396676754643
避難所,東陽中学校,131083,東京都,江東区,東京都江東区東陽2-1-8,35.666724,139.814170,E91396679467781
避難所,亀戸中学校,131083,東京都,江東区,東京都江東区亀戸9-2-2,35.695272,139.841902,E91396921494213
避難所,第二亀戸中学校,131083,東京都,江東区,東京都江東区亀戸4-51-1,35.702639,139.832546,E91396913967183
避難所,第三亀戸中学校,131083,東京都,江東区,東京都江東区亀戸1-12-10,35.695047,139.821240,E91396913582742
避難所,大島中学校,131083,東京都,江東区,東京都江東区大島8-12-22,35.686437,139.839626,E91396921185188
避難所,第二大島中学校,131083,東京都,江東区,東京都江東区大島3-27-18,35.691950,139.831331,E91396913653714
避難所,大島西中学校,131083,東京都,江東区,東京都江東区大島4-1-23,35.686287,139.827495,E91396913375164
避難所,砂町中学校,131083,東京都,江東区,東京都江東区北砂6-16-28,35.685257,139.836953,E91396921172253
避難所,第二砂町中学校,131083,東京都,江東区,東京都江東区東砂8-10-9,35.668340,139.839461,E91396687485444
避難所,第三砂町中学校,131083,東京都,江東区,東京都江東区南砂3-10-3,35.670108,139.830196,E91396679921383
避難所,南砂中学校,131083,東京都,江東区,東京都江東区南砂2-3-20,35.673282,139.823687,E91396679861522
避難所,第四砂町中学校,131083,東京都,江東区,東京都江東区北砂5-20-17,35.684712,139.831854,E91396913359586
避難所,第二南砂中学校,131083,東京都,江東区,東京都江東区南砂1-2-18,35.677958,139.821598,E91396679885876
避難所,墨田工業高等学校,131083,東京都,江東区,東京都江東区森下5-1-7,35.685301,139.806867,E91396912392368
避難所,第三商業高等学校,131083,東京都,江東区,東京都江東区越中島3-3-1,35.662804,139.795834,E91396678537115
避難所,大江戸高等学校,131083,東京都,江東区,東京都江東区千石3-2-11,35.679286,139.817979,E91396913211386
避難所,深川高等学校,131083,東京都,江東区,東京都江東区東陽5-32-19,35.671022,139.815591,E91396679735252
避難所,江東商業高等学校,131083,東京都,江東区,東京都江東区亀戸4-50-1,35.702504,139.831528,E91396913959153
避難所,城東高等学校,131083,東京都,江東区,東京都江東区大島3-22-1,35.692815,139.829274,E91396913646693
避難所,科学技術高等学校,131083,東京都,江東区,東京都江東区大島1-2-31,35.687049,139.821416,E91396913285791
避難所,東高等学校,131083,東京都,江東区,東京都江東区東砂7-19-24,35.673766,139.836903,E91396687742855
避難所,深川老人福祉センター、平野児童館,131083,東京都,江東区,東京都江東区平野1-2-3,35.678457,139.798662,E91396678899653
避難所,深川図書館,131083,東京都,江東区,東京都江東区清澄3-3-39,35.679155,139.796720,E91396912231362
避難所,森下児童館,131083,東京都,江東区,東京都江東区森下3-14-6,35.685894,139.802942,E91396912382718
避難所,森下文化センター,131083,東京都,江東区,東京都江東区森下3-12-17,35.685153,139.802143,E91396912381135
避難所,森下保育園,131083,東京都,江東区,東京都江東区森下3-14-6,35.686080,139.803122,E91396912382794
避難所,白河保育園,131083,東京都,江東区,東京都江東区白河1-7-1,35.683184,139.799695,E91396912344329
避難所,白河かもめ保育園,131083,東京都,江東区,東京都江東区白河1-5-1-101,35.683413,139.800204,E91396912345278
避難所,深川北子ども家庭支援センター,131083,東京都,江東区,東京都江東区高橋14-6,35.686051,139.799104,E91396912371795
避難所,元加賀幼稚園,131083,東京都,江東区,東京都江東区白河4-9-17,35.682748,139.807599,E91396912363833
避難所,深川北スポーツセンター,131083,東京都,江東区,東京都江東区平野3-2-20,35.676893,139.805107,E91396678991783
避難所,古石場福祉会館、古石場児童館,131083,東京都,江東区,東京都江東区古石場1-11-11,35.669262,139.794682,E91396678588635
避難所,深川一丁目保育園,131083,東京都,江東区,東京都江東区深川1-6-15-101,35.677271,139.796382,E91396678894295
避難所,古石場保育園,131083,東京都,江東区,東京都江東区古石場2-14-1-102,35.667114,139.799825,E91396678671396
避難所,ちどり幼稚園,131083,東京都,江東区,東京都江東区古石場1-11-11,35.669208,139.794864,E91396678589421
避難所,古石場文化センター,131083,東京都,江東区,東京都江東区古石場2-13-2,35.666887,139.799055,E91396678671134
避難所,東京海洋大学（越中島キャンパス）,131083,東京都,江東区,東京都江東区越中島2-1-6,35.668157,139.791176,E91396678575288
避難所,深川スポーツセンター,131083,東京都,江東区,東京都江東区越中島1-2-18,35.670337,139.791441,E91396678812643
避難所,枝川区民館,131083,東京都,江東区,東京都江東区枝川3-6-16,35.658491,139.810316,E91396679173763
避難所,豊洲児童館,131083,東京都,江東区,東京都江東区豊洲4-10-4-111,35.653885,139.802825,E91396678327395
避難所,東雲児童館,131083,東京都,江東区,東京都江東区東雲2-4-4-102,35.643353,139.799241,E91396675911873
避難所,辰巳児童館,131083,東京都,江東区,東京都江東区辰巳1-1-36,35.647524,139.808966,E91396676747333
避難所,塩浜保育園,131083,東京都,江東区,東京都江東区塩浜1-3-10,35.663759,139.801195,E91396678619877
避難所,塩崎保育園,131083,東京都,江東区,東京都江東区塩浜2-6-3,35.660954,139.808628,E91396679411293
避難所,東雲保育園,131083,東京都,江東区,東京都江東区東雲1-8-5-101,35.644944,139.800238,E91396675918542
避難所,東雲第二保育園,131083,東京都,江東区,東京都江東区東雲2-4-4-103,35.643353,139.799241,E91396675911873
避難所,辰巳第二保育園,131083,東京都,江東区,東京都江東区辰巳1-10-65-101,35.648972,139.810713,E91396676773618
避難所,辰巳第三保育園,131083,東京都,江東区,東京都江東区辰巳1-10-81-101,35.648214,139.811388,E91396676757812
避難所,潮見保育園,131083,東京都,江東区,東京都江東区潮見1-29-15-101,35.656006,139.814716,E91396679164533
避難所,豊洲保育園,131083,東京都,江東区,東京都江東区豊洲4-5-6-101,35.654734,139.799430,E91396678341238
避難所,枝川幼稚園,131083,東京都,江東区,東京都江東区枝川3-4-1-101,35.659473,139.808649,E91396679174917
避難所,ひばり幼稚園,131083,東京都,江東区,東京都江東区東雲2-4-1-103,35.642192,139.797801,E91396675599717
避難所,豊洲子ども家庭支援センター,131083,東京都,江東区,東京都江東区豊洲5-5-1-201,35.653677,139.796181,E91396678237216
避難所,豊洲シビックセンター,131083,東京都,江東区,東京都江東区豊洲2-2-18,35.654267,139.795365,E91396678229598
避難所,有明スポーツセンター,131083,東京都,江東区,東京都江東区有明2-3-5,35.633171,139.783791,E91396675187759
避難所,江東区児童・高齢者総合施設（グランチャ東雲）,131083,東京都,江東区,東京都江東区東雲1-9-46,35.649148,139.803429,E91396675982586
避難所,環境学習情報館（えこっくる江東）,131083,東京都,江東区,東京都江東区潮見1-29-7,35.655100,139.811927,E91396679151661
避難所,江東公会堂（ティアラこうとう）,131083,東京都,江東区,東京都江東区住吉2-28-36,35.688443,139.819507,E91396913513274
避難所,千田福祉会館、千田児童館,131083,東京都,江東区,東京都江東区千田21-18,35.681011,139.816545,E91396913136887
避難所,児童会館,131083,東京都,江東区,東京都江東区住吉1-9-8,35.687599,139.812359,E91396913188463
避難所,猿江保育園,131083,東京都,江東区,東京都江東区猿江1-8-10,35.685419,139.813538,E91396913183288
避難所,毛利保育園,131083,東京都,江東区,東京都江東区毛利2-1-14,35.690756,139.816508,E91396913439573
避難所,千田保育園,131083,東京都,江東区,東京都江東区千田22-8,35.680564,139.816532,E91396913136549
避難所,つばめ幼稚園,131083,東京都,江東区,東京都江東区扇橋3-20-13-101,35.684349,139.818981,E91396913248382
避難所,男女共同参画推進センター,131083,東京都,江東区,東京都江東区扇橋3-22-2,35.684093,139.820217,E91396913257112
避難所,東陽児童館,131083,東京都,江東区,東京都江東区東陽5-16-13,35.671375,139.811805,E91396679724654
避難所,東陽福祉会館,131083,東京都,江東区,東京都江東区東陽6-2-17,35.674700,139.812425,E91396679755818
避難所,東陽保育園,131083,東京都,江東区,東京都江東区東陽3-22-1-101,35.669196,139.813720,E91396679489611
避難所,南陽幼稚園,131083,東京都,江東区,東京都江東区東陽2-1-14,35.667457,139.813749,E91396679483674
避難所,教育センター、東陽図書館,131083,東京都,江東区,東京都江東区東陽2-3-6,35.667195,139.817133,E91396679571411
避難所,東陽区民館、東陽子ども家庭支援センター,131083,東京都,江東区,東京都江東区東陽3-1-2,35.668584,139.808569,E91396679474835
避難所,江東区文化センター,131083,東京都,江東区,東京都江東区東陽4-11-3,35.672347,139.818414,E91396679818438
避難所,亀戸児童館,131083,東京都,江東区,東京都江東区亀戸2-1-19,35.697808,139.821599,E91396913822546
避難所,亀戸福祉会館、亀戸第二児童館,131083,東京都,江東区,東京都江東区亀戸1-24-6,35.694692,139.824151,E91396913591638
避難所,亀戸保育園,131083,東京都,江東区,東京都江東区亀戸6-54-2-101,35.696510,139.832457,E91396913697157
避難所,亀戸第三保育園,131083,東京都,江東区,東京都江東区亀戸1-24-6,35.694709,139.824393,E91396913592452
避難所,亀戸第四保育園,131083,東京都,江東区,東京都江東区亀戸4-21-13,35.702605,139.826622,E91396913947247
避難所,青少年交流プラザ、亀戸第二保育園,131083,東京都,江東区,東京都江東区亀戸7-41-16,35.696751,139.837383,E91396921478662
避難所,亀戸図書館、亀戸第三児童館,131083,東京都,江東区,東京都江東区亀戸7-39-9,35.696952,139.839331,E91396921487689
避難所,亀戸スポーツセンター,131083,東京都,江東区,東京都江東区亀戸8-22-1,35.700173,139.836532,E91396921718754
避難所,亀戸老人福祉センター,131083,東京都,江東区,東京都江東区亀戸9-33-2-101,35.699001,139.842155,E91396921734833
避難所,亀戸文化センター,131083,東京都,江東区,東京都江東区亀戸2-19-1,35.697596,139.824568,E91396913832274
避難所,総合区民センター,131083,東京都,江東区,東京都江東区大島4-5-1,35.689044,139.826993,E91396913611948
避難所,大島児童館,131083,東京都,江東区,東京都江東区大島7-28-1-104,35.693433,139.840163,E91396921458347
避難所,大島保育園,131083,東京都,江東区,東京都江東区大島5-53-1-101,35.686286,139.838286,E91396921176355
避難所,大島第二保育園,131083,東京都,江東区,東京都江東区大島4-1-6-130,35.687083,139.830255,E91396913384995
避難所,大島第三保育園,131083,東京都,江東区,東京都江東区大島6-1-6-130,35.692792,139.833193,E91396913664682
避難所,大島第四保育園,131083,東京都,江東区,東京都江東区大島8-12-20-101,35.687281,139.838971,E91396921187253
避難所,大島第五保育園,131083,東京都,江東区,東京都江東区大島4-21-3-101,35.686223,139.832037,E91396913386317
避難所,わかば保育園,131083,東京都,江東区,東京都江東区大島9-7-8-101,35.694000,139.844235,E91396921469918
避難所,大島幼稚園,131083,東京都,江東区,東京都江東区大島5-38-1,35.687202,139.835953,E91396921177226
避難所,第三大島幼稚園,131083,東京都,江東区,東京都江東区大島7-39-2-101,35.691394,139.843766,E91396921463167
避難所,もみじ幼稚園,131083,東京都,江東区,東京都江東区大島8-21-9-101,35.688945,139.839906,E91396921422819
避難所,東大島文化センター,131083,東京都,江東区,東京都江東区大島8-33-9,35.689734,139.842411,E91396921434667
避難所,大島子ども家庭支援センター,131083,東京都,江東区,東京都江東区大島4-1-37,35.687353,139.828177,E91396913378367
避難所,旧第三大島中学校,131083,東京都,江東区,東京都江東区大島1-20-20,35.685578,139.825204,E91396913292663
避難所,旧大島南小学校（大島仮校舎）,131083,東京都,江東区,東京都江東区大島5-52-15,35.687036,139.837922,E91396921176882
避難所,小名木川児童館,131083,東京都,江東区,東京都江東区北砂5-20-5-101,35.682110,139.833696,E91396913362136
避難所,東砂第二児童館,131083,東京都,江東区,東京都江東区東砂2-13-13,35.685999,139.841639,E91396921191758
避難所,北砂保育園,131083,東京都,江東区,東京都江東区北砂1-1-4-101,35.682379,139.821743,E91396913252297
避難所,小名木川保育園,131083,東京都,江東区,東京都江東区北砂1-3-30,35.684167,139.823704,E91396913267225
避難所,小名木川第二保育園,131083,東京都,江東区,東京都江東区北砂5-20-3-101,35.682191,139.832037,E91396913353341
避難所,亀高保育園,131083,東京都,江東区,東京都江東区北砂5-20-9-101,35.684788,139.832994,E91396913367833
避難所,亀高第二保育園,131083,東京都,江東区,東京都江東区北砂5-20-10-101,35.685366,139.834067,E91396913392371
避難所,東砂保育園,131083,東京都,江東区,東京都江東区東砂2-13-2-101,35.685108,139.841724,E91396921167797
避難所,東砂第二保育園,131083,東京都,江東区,東京都江東区東砂2-6-4-101,35.684448,139.842965,E91396921168521
避難所,東砂第三保育園,131083,東京都,江東区,東京都江東区東砂1-5-3-101,35.682146,139.840813,E91396921153217
避難所,東砂幼稚園,131083,東京都,江東区,東京都江東区東砂4-20-1,35.678355,139.839188,E91396687787612
避難所,なでしこ幼稚園,131083,東京都,江東区,東京都江東区北砂5-20-7-102,35.683508,139.834078,E91396913365618
避難所,スポーツ会館,131083,東京都,江東区,東京都江東区北砂1-2-9,35.684242,139.821140,E91396913257363
避難所,東砂スポーツセンター,131083,東京都,江東区,東京都江東区東砂4-24-1,35.679198,139.839524,E91396921122145
避難所,砂町文化センター、砂町図書館,131083,東京都,江東区,東京都江東区北砂5-1-7,35.680435,139.831972,E91396913326536
避難所,城東老人福祉センター,131083,東京都,江東区,東京都江東区北砂4-20-12,35.677485,139.831954,E91396679986565
避難所,東砂福祉会館、東砂児童館,131083,東京都,江東区,東京都江東区東砂7-15-3,35.674508,139.839719,E91396687755492
避難所,南砂児童館,131083,東京都,江東区,東京都江東区南砂2-3-17,35.671059,139.823212,E91396679834144
避難所,東砂第四保育園,131083,東京都,江東区,東京都江東区東砂7-17-35-101,35.674075,139.838485,E91396687754142
避難所,南砂第一保育園,131083,東京都,江東区,東京都江東区南砂4-4-1-102,35.674653,139.828542,E91396679946735
避難所,南砂第二保育園,131083,東京都,江東区,東京都江東区南砂2-3-1-101,35.670817,139.821579,E91396679822875
避難所,南砂第三保育園,131083,東京都,江東区,東京都江東区南砂2-3-3-102,35.673170,139.822983,E91396679853381
避難所,南砂第四保育園,131083,東京都,江東区,東京都江東区南砂2-3-4-101,35.672171,139.823443,E91396679837194
避難所,南砂第五保育園,131083,東京都,江東区,東京都江東区南砂2-3-6-103,35.670616,139.823593,E91396679831815
避難所,城東保育園,131083,東京都,江東区,東京都江東区南砂7-9-11,35.669861,139.835144,E91396679699979
避難所,南砂さくら保育園,131083,東京都,江東区,東京都江東区南砂6-8-3,35.671157,139.834861,E91396679936284
避難所,新砂保育園,131083,東京都,江東区,東京都江東区新砂3-3-11,35.666713,139.832839,E91396679667882
避難所,第五砂町幼稚園,131083,東京都,江東区,東京都江東区東砂7-5-27,35.671460,139.838718,E91396687724492
避難所,みどり幼稚園,131083,東京都,江東区,東京都江東区南砂2-3-3-101,35.673170,139.822983,E91396679853381
避難所,江東図書館,131083,東京都,江東区,東京都江東区南砂6-7-52,35.671797,139.834054,E91396679935971
避難所,南砂子ども家庭支援センター,131083,東京都,江東区,東京都江東区南砂3-14-1-101,35.668939,139.831935,E91396679689238
避難所,旧南砂西小学校,131083,東京都,江東区,東京都江東区南砂2-3-13,35.671929,139.821287,E91396679828121
避難所,中村中学高等学校,131083,東京都,江東区,東京都江東区清澄2-3-15,35.681315,139.796422,E91396912237296
避難所,ケイ・インターナショナルスクール,131083,東京都,江東区,東京都江東区白河1-5-15,35.682936,139.800387,E91396912342859
避難所,芝浦工業大学（豊洲キャンパス）,131083,東京都,江東区,東京都江東区豊洲3-7-5,35.660998,139.795442,E91396678523374
避難所,東京朝鮮第二初級学校,131083,東京都,江東区,東京都江東区枝川1-11-26,35.656447,139.804451,E91396678356853
避難所,ホテルイースト21東京,131083,東京都,江東区,東京都江東区東陽6-3-3,35.674659,139.814485,E91396679764816
避難所,中央学院大学中央高等学校,131083,東京都,江東区,東京都江東区亀戸7-65-12,35.696149,139.839844,E91396921485848
避難所,アンフェリシオン,131083,東京都,江東区,東京都江東区亀戸1-43-22,35.696745,139.822419,E91396913589461
避難所,介護老人保健施設キーストン,131083,東京都,江東区,東京都江東区亀戸3-36-1,35.707271,139.819320,E91396916213752
避難所,パークサイド亀島,131083,東京都,江東区,東京都江東区亀戸3-36-13,35.706663,139.820102,E91396916213368
避難所,特別養護老人ホームカメリア,131083,東京都,江東区,東京都江東区亀戸3-36-5,35.707019,139.819940,E91396916213681
避難所,有明西学園,131083,東京都,江東区,東京都江東区有明1-7-13,35.637031,139.784382,E91396675451921
避難所,品川学園,131091,東京都,品川区,東京都品川区北品川3-9-30,35.617778,139.737500,E91396593819836
避難所,御殿山小学校,131091,東京都,品川区,東京都品川区北品川5-2-6,35.623164,139.731743,E91396593789333
避難所,台場小学校,131091,東京都,品川区,東京都品川区東品川1-8-30,35.620947,139.743684,E91396593869949
避難所,城南小学校,131091,東京都,品川区,東京都品川区南品川2-8-21,35.613369,139.742755,E91396593595625
避難所,浅間台小学校,131091,東京都,品川区,東京都品川区南品川6-8-8,35.611481,139.736532,E91396593548648
避難所,城南第二小学校,131091,東京都,品川区,東京都品川区東品川3-4-5,35.615659,139.746181,E91396593913489
避難所,東海中学校,131091,東京都,品川区,東京都品川区東品川3-30-15,35.612459,139.749220,E91396593683456
避難所,日野学園,131091,東京都,品川区,東京都品川区東五反田2-11-1,35.624673,139.728736,E91396596121447
避難所,第三日野小学校,131091,東京都,品川区,東京都品川区上大崎1-19-19,35.632911,139.723730,E91396595398476
避難所,第四日野小学校,131091,東京都,品川区,東京都品川区西五反田4-29-9,35.625829,139.712461,E91396595226477
避難所,第一日野小学校,131091,東京都,品川区,東京都品川区西五反田6-5-32,35.622169,139.716098,E91396592896235
避難所,芳水小学校,131091,東京都,品川区,東京都品川区大崎3-12-22,35.619248,139.724887,E91396592966164
避難所,三木小学校,131091,東京都,品川区,東京都品川区西品川3-16-28,35.615521,139.726747,E91396593712446
避難所,大崎中学校,131091,東京都,品川区,東京都品川区西品川3-10-6,35.615798,139.723149,E91396592931853
避難所,立会小学校,131091,東京都,品川区,東京都品川区東大井4-15-9,35.604519,139.740244,E91396593286811
避難所,鮫浜小学校,131091,東京都,品川区,東京都品川区東大井2-10-14,35.601472,139.740688,E91396593256921
避難所,浜川中学校,131091,東京都,品川区,東京都品川区東大井3-18-34,35.600459,139.738189,E91396593251811
避難所,浜川小学校,131091,東京都,品川区,東京都品川区南大井4-3-27,35.598232,139.735865,E91396593215445
避難所,鈴ヶ森小学校,131091,東京都,品川区,東京都品川区南大井4-16-2,35.594465,139.735323,E91396569871852
避難所,鈴ヶ森中学校,131091,東京都,品川区,東京都品川区南大井2-3-14,35.593220,139.737828,E91396569849693
避難所,山中小学校,131091,東京都,品川区,東京都品川区大井3-7-19,35.603063,139.730026,E91396593182193
避難所,伊藤学園,131091,東京都,品川区,東京都品川区大井5-1-37,35.600152,139.726095,E91396593141516
避難所,大井第一小学校,131091,東京都,品川区,東京都品川区大井6-1-32,35.598708,139.731402,E91396593126899
避難所,ｳｪﾙｶﾑｾﾝﾀー原・交流施設,131091,東京都,品川区,東京都品川区西大井2-5-21,35.599013,139.721408,E91396592328385
避難所,伊藤小学校,131091,東京都,品川区,東京都品川区西大井5-6-8,35.598675,139.717397,E91396592314986
避難所,冨士見台中学校,131091,東京都,品川区,東京都品川区西大井5-5-14,35.598414,139.715217,E91396592235912
避難所,小山台小学校,131091,東京都,品川区,東京都品川区小山台1-18-24,35.622858,139.703216,E91396592785934
避難所,後地小学校,131091,東京都,品川区,東京都品川区小山2-4-6,35.621587,139.708533,E91396592872455
避難所,小山小学校,131091,東京都,品川区,東京都品川区小山5-10-6,35.616173,139.703128,E91396592725355
避難所,荏原第一中学校,131091,東京都,品川区,東京都品川区荏原1-24-30,35.619451,139.712841,E91396592856515
避難所,荏原第六中学校,131091,東京都,品川区,東京都品川区小山5-20-19,35.616420,139.699776,E91396592715526
避難所,第二延山小学校,131091,東京都,品川区,東京都品川区旗の台1-6-1,35.610029,139.703406,E91396592456119
避難所,清水台小学校,131091,東京都,品川区,東京都品川区旗の台1-11-17,35.607037,139.702361,E91396592425146
避難所,京陽小学校,131091,東京都,品川区,東京都品川区平塚2-19-20,35.614741,139.713350,E91396592589937
避難所,荏原平塚学園,131091,東京都,品川区,東京都品川区平塚3-16-26,35.615753,139.709915,E91396592813828
避難所,スクエア荏原,131091,東京都,品川区,東京都品川区荏原4-5-28,35.615441,139.707430,E91396592811418
避難所,中延小学校,131091,東京都,品川区,東京都品川区中延1-11-15,35.612537,139.709409,E91396592573471
避難所,延山小学校,131091,東京都,品川区,東京都品川区西中延2-17-5,35.609027,139.708122,E91396592541343
避難所,戸越台中学校,131091,東京都,品川区,東京都品川区戸越1-15-23,35.615668,139.717575,E91396592912478
避難所,宮前小学校,131091,東京都,品川区,東京都品川区戸越4-5-10,35.611978,139.718376,E91396592672322
避難所,大原小学校,131091,東京都,品川区,東京都品川区戸越6-17-3,35.607301,139.716171,E91396592536617
避難所,源氏前小学校,131091,東京都,品川区,東京都品川区中延6-2-18,35.603449,139.711669,E91396592282497
避難所,上神明小学校,131091,東京都,品川区,東京都品川区二葉4-4-10,35.603274,139.715090,E91396592292562
避難所,旗台小学校,131091,東京都,品川区,東京都品川区旗の台4-7-11,35.603302,139.704380,E91396592191445
避難所,荏原第五中学校,131091,東京都,品川区,東京都品川区旗の台5-11-13,35.603111,139.702155,E91396592181389
避難所,戸越小学校,131091,東京都,品川区,東京都品川区豊町2-1-20,35.611116,139.721330,E91396592658346
避難所,旧荏原第四中学校,131091,東京都,品川区,東京都品川区豊町3-5-31,35.609007,139.721276,E91396592652317
避難所,豊葉の杜学園,131091,東京都,品川区,東京都品川区二葉1-3-40,35.607087,139.725529,E91396592636359
避難所,杜松ホーム,131091,東京都,品川区,東京都品川区豊町4-24-15,35.606053,139.722559,E91396592623368
避難所,明晴学園,131091,東京都,品川区,東京都品川区八潮5-2-1,35.604087,139.753318,E91396671174194
避難所,八潮学園,131091,東京都,品川区,東京都品川区八潮5-11-2,35.601392,139.752530,E91396593366584
避難所,こみゅにてぃぷらざ八潮,131091,東京都,品川区,東京都品川区八潮5-9-11,35.598000,139.752435,E91396593336274
避難所,国際高等学校,131105,東京都,目黒区,東京都目黒区駒場2-19-59,35.659285,139.678855,E91396597195692
避難所,駒場小学校,131105,東京都,目黒区,東京都目黒区駒場3-11-13,35.659835,139.681938,E91396597278363
避難所,第一中学校,131105,東京都,目黒区,東京都目黒区大橋2-11-1,35.654602,139.686431,E91396597237878
避難所,駒場高等学校,131105,東京都,目黒区,東京都目黒区大橋2-18-1,35.654882,139.685781,E91396597253373
避難所,菅刈小学校,131105,東京都,目黒区,東京都目黒区青葉台3-3-26,35.651814,139.692333,E91396597321183
避難所,東山中学校,131105,東京都,目黒区,東京都目黒区東山1-24-31,35.646445,139.690247,E91396594942785
避難所,東山小学校,131105,東京都,目黒区,東京都目黒区東山2-24-25,35.647167,139.686258,E91396594864497
避難所,烏森小学校,131105,東京都,目黒区,東京都目黒区上目黒3-37-27,35.644122,139.692184,E91396594924478
避難所,めぐろ学校サポートセンター,131105,東京都,目黒区,東京都目黒区中目黒3-6-10,35.639437,139.702870,E91396595482234
避難所,中目黒小学校,131105,東京都,目黒区,東京都目黒区中目黒3-13-32,35.640169,139.698964,E91396595471918
避難所,田道小学校,131105,東京都,目黒区,東京都目黒区目黒1-15-28,35.637539,139.709173,E91396595545354
避難所,下目黒小学校,131105,東京都,目黒区,東京都目黒区目黒2-7-9,35.634210,139.709128,E91396595512972
避難所,大鳥中学校,131105,東京都,目黒区,東京都目黒区下目黒3-23-18,35.631052,139.707477,E91396595271751
避難所,不動小学校,131105,東京都,目黒区,東京都目黒区下目黒6-11-35,35.627120,139.699138,E91396595117994
